published_papers
アクション名,アクションタイプ,類似業績マージ優先度,ID,タイトル(日本語),タイトル(英語),著者(日本語),著者(英語),担当区分,概要(日本語),概要(英語),出版者・発行元(日本語),出版者・発行元(英語),出版年月,誌名(日本語),誌名(英語),巻,号,開始ページ,終了ページ,記述言語,査読の有無,招待の有無,掲載種別,国際・国内誌,国際共著,DOI,ISSN,eISSN,URL,URL2,主要な業績かどうか,公開の有無
insert,merge,null,27768789,"Quantitative Electric Field Mapping of a p-n Junction by DPC-STEM","Quantitative Electric Field Mapping of a p-n Junction by DPC-STEM","[Satoko Toyama,Takehito Seki,Satoshi Anada,Hirokazu Sasaki,Kazuo Yamamoto,Yuichi Ikuhara,Naoya Shibata]","[Satoko Toyama,Takehito Seki,Satoshi Anada,Hirokazu Sasaki,Kazuo Yamamoto,Yuichi Ikuhara,Naoya Shibata]",null,null,null,null,"Elsevier BV",2020-06,Ultramicroscopy,Ultramicroscopy,216,null,113033,113033,null,true,false,scientific_journal,null,null,10.1016/j.ultramic.2020.113033,0304-3991,null,null,null,false,disclosed
insert,merge,null,24688601,null,"Redox-Inactive CO2 Determines Atmospheric Stability of Electrical Properties of ZnO Nanowire Devices through a Room-Temperature Surface Reaction",null,"[Kentaro Nakamura,Tsunaki Takahashi,Takuro Hosomi,Takehito Seki,Masaki Kanai,Guozhu Zhang,Kazuki Nagashima,Naoya Shibata,Takeshi Yanagida]",null,null,"Emerging interactive electronics for the Internet of Things era inherently require the long-term stability of semiconductor devices exposed to air. Nanostructured metal oxides are promising options for such atmospherically stable semiconductor devices owing to their inherent stability in air. Among various oxide nanostructures, ZnO nanowires have been the most intensively studied for electrical and optical device applications. Here, we demonstrate a strategy for achieving the atmospheric electrical stability of ZnO nanowire devices. Although the chemically active oxygen and water in air are strong candidates for affecting the electrical stability of nanoscale metal oxides, we found that the ppm-level redox-inactive CO2 in air critically determines the atmospheric electrical stability of hydrothermally grown single-crystalline ZnO nanowires. A series of analyses using atmosphere-controlled electrical characterization of single nanowire devices, Fourier transform infrared spectroscopy, scanning transmission electron microscopy, and X-ray photoelectron spectroscopy consistently revealed that atmospheric CO2 reacts substantially with the ZnO nanowire surfaces, even at room temperature, to form an electrically insulative zinc carbonate thin layer. The formation of this layer essentially limits the atmospheric electrical stability of the ZnO nanowire devices. Based on this surface carbonation mechanism, we propose a strategy to suppress the detrimental surface reaction, which is based on (1) reducing the density of surface hydroxyl groups and (2) improving the nanowire crystallinity by thermal pretreatment. This approach improves the atmospheric electrical stability to at least 40 days in air.",null,"AMER CHEMICAL SOC",2019-10,null,"ACS APPLIED MATERIALS & INTERFACES",11,43,40260,40266,eng,true,false,scientific_journal,null,null,10.1021/acsami.9b13231,1944-8244,1944-8252,null,null,false,disclosed
insert,merge,null,3176022,null,"High contrast STEM imaging for light elements by an annular segmented detector",null,"[Kousuke Ooe,Takehito Seki,Yuichi Ikuhara,Naoya Shibata]",null,null,"Annular bright-field scanning transmission electron microscopy (ABF STEM) has been actively used to directly observe the light element atoms inside materials and devices. However, the detector angle condition for conventional ABF STEM has been empirically selected and thus is not always optimized for observing ultra-light element atoms such as hydrogen and lithium atoms. In this study, the detector conditions for ABF STEM were reexamined by calculating a new type of phase contrast transfer function (PCTF) for an annularly segmented detector to maximize the image contrast of ultra-light element atoms such as lithium. Using this new PCTF, an improved detector geometry for observing lithium atoms is demonstrated, which is confirmed by the image simulations and experiments in several types of lithium cathode materials.",null,"ELSEVIER SCIENCE BV",2019-07,null,ULTRAMICROSCOPY,202,null,148,155,eng,true,false,scientific_journal,null,null,10.1016/j.ultramic.2019.04.011,0304-3991,1879-2723,null,null,false,disclosed
insert,merge,null,24730119,null,"Atomic resolution electron microscopy in a magnetic field free environment",null,"[N. Shibata,Y. Kohno,A. Nakamura,S. Morishita,T. Seki,A. Kumamoto,H. Sawada,T. Matsumoto,S. D. Findlay,Y. Ikuhara]",null,null,"© 2019, The Author(s). Atomic-resolution electron microscopes utilize high-power magnetic lenses to produce magnified images of the atomic details of matter. Doing so involves placing samples inside the magnetic objective lens, where magnetic fields of up to a few tesla are always exerted. This can largely alter, or even destroy, the magnetic and physical structures of interest. Here, we describe a newly developed magnetic objective lens system that realizes a magnetic field free environment at the sample position. Combined with a higher-order aberration corrector, we achieve direct, atom-resolved imaging with sub-Å spatial resolution with a residual magnetic field of less than 0.2 mT at the sample position. This capability enables direct atom-resolved imaging of magnetic materials such as silicon steels. Removing the need to subject samples to high magnetic field environments enables a new stage in atomic resolution electron microscopy that realizes direct, atomic-level observation of samples without unwanted high magnetic field effects.",null,null,2019-05-24,null,"Nature Communications",10,null,2308,null,null,true,false,scientific_journal,null,null,10.1038/s41467-019-10281-2,null,null,null,null,false,disclosed
insert,merge,null,3176023,null,"Unusual Oxygen Partial Pressure Dependence of Electrical Transport of Single-Crystalline Metal Oxide Nanowires Grown by the Vapor-Liquid-Solid Process",null,"[Hiroshi Anzai,Tsunaki Takahashi,Masaru Suzuki,Masaki Kanai,Guozhu Zhang,Takuro Hosomi,Takehito Seki,Kazuki Nagashima,Naoya Shibata,Takeshi Yanagida]",null,null,"In general, the electrical conductivities of n-type semiconducting metal oxide nanostructures increase with the decrease in the oxygen partial pressure during crystal growth owing to the increased number of crystal imperfections including oxygen vacancies. In this paper, we report an unusual oxygen partial pressure dependence of the electrical conductivity of single-crystalline SnO2 nanowires grown by a vapor-liquid-solid (VLS) process. The electrical conductivity of a single SnO2 nanowire, measured using the four-probe method, substantially decreases by 2 orders of magnitude when the oxygen partial pressure for the crystal growth is reduced from 10(-3) to 10(-4) Pa. This contradicts the conventional trend of n-type SnO2 semiconductors. Spatially resolved single-nanowire electrical transport measurements, microstructure analysis, plane-view electron energy-loss spectroscopy, and molecular dynamics simulations reveal that the observed unusual oxygen partial pressure dependence of the electrical transport is attributed to the intrinsic differences between the two crystal growth interfaces (LS and VS interfaces) in the critical nucleation of the crystal growth and impurity incorporation probability as a function of the oxygen partial pressure. The impurity incorporation probability at the LS interface is always lower than that at the VS interface, even under reduced oxygen partial pressures.",null,"AMER CHEMICAL SOC",2019-03,null,"NANO LETTERS",19,3,1675,1681,eng,true,false,scientific_journal,null,null,10.1021/acs.nanolett.8b04668,1530-6984,1530-6992,null,null,false,disclosed
insert,merge,null,3176025,null,"Integrated contrast-transfer-function for aberration-corrected phase-contrast STEM",null,"[Takehito Seki,Naoto Takanashi,Eiji Abe]",[lead],null,"We describe the optical conditions that are essentially necessary for phase-contrast imaging with aberration-corrected scanning transmission electron microscopy (STEM), whose depth of field has reached almost comparable to the specimen thickness. For such state-of-the-art STEM, contrast-transfer-function (CTF) should be defined not solely for the projected potential but multiply for each wavefront during the beam propagation across the specimen thickness; an integration of multiple CTFs (iCTF). We show that the iCTF concept explains fairly well characteristic annular-bright-field (ABF) imaging behaviors of heavy/light atom sites against the defocus changes, and also provide notable concerns on possible artifacts that arise from different imaging-depth dependences between the heavy/light atom sites.",null,"ELSEVIER SCIENCE BV",2018-11,null,ULTRAMICROSCOPY,194,null,193,198,eng,true,false,scientific_journal,null,null,10.1016/j.ultramic.2018.08.008,0304-3991,1879-2723,null,null,false,disclosed
insert,merge,null,3176027,null,"Theoretical framework of statistical noise in scanning transmission electron microscopy",null,"[Takehito Seki,Yuichi Ikuhara,Naoya Shibata]",[lead],null,"Statistical noise, or shot noise, dominates experimental image quality in scanning transmission electron microscopy because efficiencies of recent detectors are close to ideal. We establish a general framework for the statistical noise taking into account two random processes in the electron incidence and the electron scattering. Using this framework, in terms of signal-to-noise ratio, we evaluate several STEM coherent imaging techniques: annular bright field, enhanced annular bright field, differential phase contrast, and ptychography and show that ptychography is the most efficient imaging for weak phase objects. Moreover, we find that normalizing annular-bright-field image by total electron count in the bright field significantly suppress the noise.",null,ELSEVIER,2018-10,null,ULTRAMICROSCOPY,193,null,118,125,eng,true,false,scientific_journal,null,null,10.1016/j.ultramic.2018.06.014,0304-3991,1879-2723,null,null,false,disclosed
insert,merge,null,3176026,null,"Probing the Internal Atomic Charge Density Distributions in Real Space",null,"[Gabriel Sanchez-Santolino,Nathan R. Lugg,Takehito Seki,Ryo Ishikawa,Scott D. Findlay,Yuji Kohno,Yuya Kanitani,Shinji Tanaka,Shigetaka Tomiya,Yuichi Ikuhara,Naoya Shibata]",null,null,"Probing the charge density distributions in materials at atomic scale remains an extremely demanding task, particularly in real space. However, recent advances in differential phase contrast-scanning transmission electron microscopy (DPC-STEM) bring this possibility closer by directly visualizing the atomic electric field. DPC-STEM at atomic resolutions measures how a sub-angstrom electron probe passing through a material is affected by the atomic electric field, the field between the nucleus and the surrounding electrons. Here, we perform a fully quantitative analysis which allows us to probe the charge density distributions inside atoms, including both the positive nuclear and the screening electronic charges, with subatomic resolution and in real space. By combining state-of-the-art DPC-STEM experiments with advanced electron scattering simulations we are able to map the spatial distribution of the electron cloud within individual atomic columns. This work constitutes a crucial step toward the direct atomic scale determination of the local charge redistributions and modulations taking place in materials systems.",null,"AMER CHEMICAL SOC",2018-09,null,"ACS NANO",12,9,8875,8881,eng,true,false,scientific_journal,null,null,10.1021/acsnano.8b03712,1936-0851,1936-086X,null,null,false,disclosed
insert,merge,null,3176024,null,"Direct electric field imaging of graphene defects",null,"[Ryo Ishikawa,Scott D. Findlay,Takehito Seki,Gabriel Sanchez-Santolino,Yuji Kohno,Yuichi Ikuhara,Naoya Shibata]",null,null,"Material properties are sensitive to atomistic structure defects such as vacancies or impurities, and it is therefore important to determine not only the local atomic configuration but also their chemical bonding state. Annular dark-field scanning transmission electron microscopy (STEM) combined with electron energy-loss spectroscopy has been utilized to investigate the local electronic structures of such defects down to the level of single atoms. However, it is still challenging to two-dimensionally map the local bonding states, because the electronic fine-structure signal from a single atom is extremely weak. Here, we show that atomic-resolution differential phase-contrast STEM imaging can directly visualize the anisotropy of single Si atomic electric fields in monolayer graphene. We also visualize the atomic electric fields of Stone-Wales defects and nanopores in graphene. Our results open the way to directly examine the local chemistry of the defective structures in materials at atomistic dimensions.",null,"NATURE PUBLISHING GROUP",2018-09,null,"NATURE COMMUNICATIONS",9,null,null,null,eng,true,false,scientific_journal,null,null,10.1038/s41467-018-06387-8,2041-1723,null,null,null,false,disclosed
insert,merge,null,3176028,null,"Direct Determination of Atomic Structure and Magnetic Coupling of Magnetite Twin Boundaries",null,"[Chunlin Chen,Hongping Li,Takehito Seki,Deolian Yin,Gabriel Sanchez-Santolino,Kazutoshi Inoue,Naoya Shibata,Yuichi Ikuhara]",null,null,"Clarifying how the atomic structure of interfaces/boundaries in materials affects the magnetic coupling nature across them is of significant academic value and will facilitate the development of state-of-the-art magnetic devices. Here, by combining atomic-resolution transmission electron microscopy, atomistic spin polarized first-principles calculations, and differential phase contrast imaging, we conduct a systematic investigation of the atomic and electronic structures of individual Fe3O4 twin boundaries (TBs) and determine their concomitant magnetic couplings. We demonstrate that the magnetic coupling across the Fe3O4 TBs can be either antiferromagnetic or ferromagnetic, which directly depends on the TB atomic core structures and resultant electronic structures within a few atomic layers. Revealing the one-to-one correspondence between local atomic structures and magnetic properties of individual grain boundaries will shed light on in-depth understanding of many interesting magnetic behaviors of widely used polycrystalline magnetic materials, which will surely promote the development of advanced magnetic materials and devices.",null,"AMER CHEMICAL SOC",2018-03,null,"ACS NANO",12,3,2662,2668,eng,true,false,scientific_journal,null,null,10.1021/acsnano.7b08802,1936-0851,1936-086X,null,null,false,disclosed
insert,merge,null,3176029,null,"Boundary-artifact-free determination of potential distribution from differential phase contrast signals",null,"[Akimitsu Ishizuka,Masaaki Oka,Takehito Seki,Naoya Shibata,Kazuo Ishizuka]",null,null,"We develop the numerical procedures to obtain the object phase from the differential phase contrast signals. Contrary to the conventional FFT, the discrete cosine transform and the extended FFT give a boundary-artifact-free solution. We also develop the real-time integration scheme that updates the result with the progress of the scan.The differential phase contrast (DPC) imaging in STEM was mainly used for a study of magnetic material in a medium resolution. An ideal DPC signals give the center of mass of the diffraction pattern, which is proportional to an electric field. Recently, the possibility of the DPC imaging at atomic resolution was demonstrated. Thus, the DPC imaging opens up the possibility to observe the object phase that is proportional to the electrostatic potential.In this report we investigate the numerical procedures to obtain the object phase from the two perpendicular DPC signals. Specifically, we demonstrate that the discrete cosine transform (DCT) is the method to solve the Poisson equation, since we can use the Neumann boundary condition directly specified by the DPC signals. Furthermore, based on the fast Fourier transform (FFT) of an extended DPC signal we introduce the scheme that gives an equivalent result that is obtained with the DCT. The results obtained with the DCT and extended FFT method are superior to the results obtained with commonly used FFT. In addition, we develop real-time integration schemes that update the result with the progress of the scan. Our real-time integration gives the reasonable result, and can be used in a view mode. We demonstrate that our numerical procedures work excellently with the experimental DPC signals obtained from SrTiO3 single crystal.",null,"OXFORD UNIV PRESS",2017-12,null,MICROSCOPY,66,6,397,405,eng,true,false,scientific_journal,null,null,10.1093/jmicro/dfx032,2050-5698,2050-5701,null,null,false,disclosed
insert,merge,null,3176031,null,"Quantitative electric field mapping in thin specimens using a segmented detector: Revisiting the transfer function for differential phase contrast",null,"[Takehito Seki,Gabriel Sanchez-Santolino,Ryo Ishikawa,Scott D. Findlay,Yuichi Ikuhara,Naoya Shibata]",[lead],null,"Differential phase contrast in scanning transmission electron microscopy can visualize local electromagnetic fields inside specimens. The contrast derived from first moments, the so-called center of mass, of the diffraction patterns for each probe position can be quantitatively related to the local electromagnetic field under the phase object approximation. While only approximate first moments can be obtained with a segmented detector, in weak phase objects the fields can be accurately quantified on the basis of a phase contrast transfer function. Through systematic image simulations we further show that the quantification based on the approximated first moment is a good approximation also for strong phase objects. (C) 2017 Elsevier B.V. All rights reserved.",null,ELSEVIER,2017-11,null,ULTRAMICROSCOPY,182,null,258,263,eng,true,false,scientific_journal,null,null,10.1016/j.ultramic.2017.07.013,0304-3991,1879-2723,null,null,false,disclosed
insert,merge,null,3176030,null,"True Vapor-Liquid-Solid Process Suppresses Unintentional Carrier Doping of Single Crystalline Metal Oxide Nanowires",null,"[Hiroshi Anzai,Masaru Suzuki,Kazuki Nagashima,Masaki Kanai,Zetao Zhu,Yong He,Mickael Boudot,Guozhu Zhang,Tsunaki Takahashi,Katsuichi Kanemoto,Takehito Seki,Naoya Shibata,Takeshi Yanagida]",null,null,"Single crystalline nanowires composed of semiconducting metal oxides formed via a vapor-liquid-solid (VLS) process exhibit an electrical conductivity even without an intentional carrier doping, although these stoichiometric metal oxides are ideally insulators. Suppressing this unintentional doping effect has been a challenging issue not only for metal oxide nanowires but also for various nanostructured metal oxides toward their semiconductor applications. Here we demonstrate that a pure VLS crystal growth, which occurs only at liquid-solid (LS) interface, substantially suppresses an unintentional doping of single crystalline SnO2 nanowires. By strictly tailoring the crystal growth interface of VLS process, we found the gigantic difference of electrical conduction (up to 7 orders of magnitude) between nanowires formed only at LS interface and those formed at both LS and vapor-solid (VS) interfaces. On the basis of investigations with spatially resolved single nanowire electrical measurements, plane-view electron energy-loss spectroscopy, and molecular dynamics simulations, we reveal the gigantic suppression of unintentional carrier doping only for the crystal grown at LS interface due to the higher annealing effect at LS interface compared with that grown at VS interface. These implications will be a foundation to design the semiconducting properties of various nanostructured metal oxides.",null,"AMER CHEMICAL SOC",2017-08,null,"NANO LETTERS",17,8,4698,4705,eng,true,false,scientific_journal,null,null,10.1021/acs.nanolett.7b01362,1530-6984,1530-6992,null,null,false,disclosed
insert,merge,null,3176032,null,"Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy",null,"[Naoya Shibata,Scott D. Findlay,Takao Matsumoto,Yuji Kohno,Takehito Seki,Gabriel Sanchez-Santolino,Yuichi Ikuhara]",null,null,"The functional properties of materials and devices are critically determined by the electromagnetic field structures formed inside them, especially at nanointerface and surface regions, because such structures are strongly associated with the dynamics of electrons, holes and ions. To understand the fundamental origin of many exotic properties in modern materials and devices, it is essential to directly characterize local electromagnetic field structures at such defect regions, even down to atomic dimensions. In recent years, rapid progress in the development of high-speed area detectors for aberration-corrected scanning transmission electron microscopy (STEM) with sub-angstrom spatial resolution has opened new possibilities to directly image such electromagnetic field structures at very high-resolution.In this Account, we give an overview of our recent development of differential phase contrast (DPC) microscopy for aberration-corrected STEM and its application to many materials problems. In recent years, we have developed segmented-type STEM detectors which divide the detector plane into 16 segments and enable simultaneous imaging of 16 STEM images which are sensitive to the positions and angles of transmitted/scattered electrons on the detector plane. These detectors also have atomic-resolution imaging capability. Using these segmented-type STEM detectors, we show DPC STEM imaging to be a very powerful tool for directly imaging local electromagnetic field structures in materials and devices in real space. For example, DPC STEM can clearly visualize the local electric field variation due to the abrupt potential change across a p-n junction in a GaAs semiconductor, which cannot be observed by normal in-focus bright-field or annular type dark-field STEM imaging modes. DPC STEM is also very effective for imaging magnetic field structures in magnetic materials, such as magnetic domains and skyrmions. Moreover, real-time imaging of electromagnetic field structures can now be realized through very fast data acquisition, processing, and reconstruction algorithms. If we use DPC STEM for atomic-resolution imaging using a sub-angstrom size electron probe, it has been shown that we can directly observe the atomic electric field inside atoms within crystals and even inside single atoms, the field between the atomic nucleus and the surrounding electron cloud, which possesses information about the atomic.species, local chemical bonding and charge redistribution between bonded atoms. This possibility may open an alternative way for directly visualizing atoms and nanostructures, that is, seeing atoms as an entity of electromagnetic fields that reflect the intra- and interatomic electronic structures. In this Account, the current status of aberration-corrected DPC STEM is highlighted, along with some applications in real material and device studies.",null,"AMER CHEMICAL SOC",2017-07,null,"ACCOUNTS OF CHEMICAL RESEARCH",50,7,1502,1512,eng,true,false,null,null,null,10.1021/acs.accounts.7b00123,0001-4842,1520-4898,null,null,false,disclosed
insert,merge,null,3176033,null,"Electric field imaging of single atoms",null,"[Naoya Shibata,Takehito Seki,Gabriel Sanchez-Santolino,Scott D. Findlay,Yuji Kohno,Takao Matsumoto,Ryo Ishikawa,Yuichi Ikuhara]",null,null,"In scanning transmission electron microscopy (STEM), single atoms can be imaged by detecting electrons scattered through high angles using post-specimen, annular-type detectors. Recently, it has been shown that the atomic-scale electric field of both the positive atomic nuclei and the surrounding negative electrons within crystalline materials can be probed by atomic-resolution differential phase contrast STEM. Here we demonstrate the real-space imaging of the (projected) atomic electric field distribution inside single Au atoms, using sub-angstrom spatial resolution STEM combined with a high-speed segmented detector. We directly visualize that the electric field distribution (blurred by the sub-angstrom size electron probe) drastically changes within the single Au atom in a shape that relates to the spatial variation of total charge density within the atom. Atomic-resolution electric field mapping with single-atom sensitivity enables us to examine their detailed internal and boundary structures.",null,"NATURE PUBLISHING GROUP",2017-05,null,"NATURE COMMUNICATIONS",8,null,null,null,eng,true,false,scientific_journal,null,null,10.1038/ncomms15631,2041-1723,null,null,null,false,disclosed
insert,merge,null,3176034,null,"Local cluster symmetry of a highly ordered quasicrystalline Al58Cu26Ir16 extracted through multivariate analysis of STEM images",null,"[Takehito Seki,Eiji Abe]",[lead],null,"The structure of a highly ordered Al58Cu26Ir16 decagonal quasicrystal (d-QC), which is constructed by a periodic stack of quasiperiodic atomic planes, was investigated using aberration-corrected scanning transmission electron microscopy. The entire quasiperiodic structure can be well described based on the pentagonal Penrose lattice decorated with a decagonal columnar cluster 2 nm across, and the individual clusters apparently showed up with localized atomic disorder to various degree that blurs the underlying cluster symmetry. Multivariate analysis of the cluster images with principal component analysis has successfully extracted two fundamental clusters, which are with definite mirror and 10-fold-rotation symmetries; this is the first solid example of the d-QC composed of multiple fundamental clusters with different symmetry. Consequently, it is found that all the observed variations can be reasonably interpreted by a linear combination between these two fundamental clusters of mirror and 10-fold symmetries, indicating that the possible atomic disorder is strongly restricted by these particular symmetries. Characteristic distributions of the mirror/10-fold clusters on the pentagonal Penrose lattice are also described.",null,"OXFORD UNIV PRESS",2015-10,null,MICROSCOPY,64,5,341,349,eng,true,false,scientific_journal,null,null,10.1093/jmicro/dfv035,2050-5698,2050-5701,null,null,false,disclosed
